indicator_code,diagnosis_group,provider_code,provider_name,spells,observed,expected
I00699,73,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1025,200,206.0583
I00699,73,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,972,216,201.7762
I00699,73,RBK,WALSALL HEALTHCARE NHS TRUST,1121,229,232.2255
I00699,73,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2064,439,422.6906
I00699,73,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,2253,449,445.5191
I00699,73,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1168,257,240.086
I00699,73,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,720,144,151.9464
I00699,73,RC1,BEDFORD HOSPITAL NHS TRUST,1194,259,241.3987
I00699,73,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1213,240,233.726
I00699,73,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2935,584,617.7382
I00699,73,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,941,221,203.8335
I00699,73,RCF,AIREDALE NHS FOUNDATION TRUST,960,172,201.8574
I00699,73,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1324,252,282.2787
I00699,73,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1925,388,398.6743
I00699,73,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,892,210,194.1984
I00699,73,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1184,254,232.6214
I00699,73,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1410,293,317.1622
I00699,73,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,1653,358,327.4839
I00699,73,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3483,626,694.9046
I00699,73,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1097,254,250.9148
I00699,73,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1026,232,220.5334
I00699,73,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2006,363,394.2901
I00699,73,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1844,364,356.7969
I00699,73,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1886,429,410.3488
I00699,73,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1139,228,225.7168
I00699,73,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1467,329,308.2597
I00699,73,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1530,324,334.9008
I00699,73,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1363,328,281.5366
I00699,73,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1019,219,207.3162
I00699,73,RGQ,IPSWICH HOSPITAL NHS TRUST,1677,357,367.1926
I00699,73,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1253,245,265.1225
I00699,73,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1548,269,323.7747
I00699,73,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1364,297,261.435
I00699,73,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1822,371,368.0304
I00699,73,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2917,524,613.9922
I00699,73,RHU,PORTSMOUTH HOSPITALS NHS TRUST,2339,558,494.168
I00699,73,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1844,370,382.1128
I00699,73,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1176,171,201.9253
I00699,73,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2817,536,553.6429
I00699,73,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1175,201,205.1039
I00699,73,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1424,218,269.5299
I00699,73,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1001,223,209.3659
I00699,73,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,4294,850,884.7688
I00699,73,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1233,286,283.0477
I00699,73,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1818,386,382.9808
I00699,73,RJN,EAST CHESHIRE NHS TRUST,939,207,199.5991
I00699,73,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1471,276,293.1578
I00699,73,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2943,461,587.6517
I00699,73,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2104,447,445.3645
I00699,73,RK9,PLYMOUTH HOSPITALS NHS TRUST,1919,348,372.7232
I00699,73,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1767,382,355.6474
I00699,73,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,906,124,169.2138
I00699,73,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1357,333,294.1825
I00699,73,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1883,427,393.851
I00699,73,RLQ,WYE VALLEY NHS TRUST,839,176,163.5608
I00699,73,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,702,162,159.6751
I00699,73,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2700,571,560.7486
I00699,73,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1749,357,343.5116
I00699,73,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1513,313,307.6403
I00699,73,RMC,BOLTON NHS FOUNDATION TRUST,1724,384,334.2319
I00699,73,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1179,325,253.8092
I00699,73,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1979,405,418.4422
I00699,73,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1726,418,355.6952
I00699,73,RN7,DARTFORD AND GRAVESHAM NHS TRUST,968,227,187.5631
I00699,73,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,1995,380,417.5994
I00699,73,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1508,285,288.7157
I00699,73,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1412,336,293.3754
I00699,73,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1540,328,294.355
I00699,73,RNZ,SALISBURY NHS FOUNDATION TRUST,891,183,187.4382
I00699,73,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2515,555,515.3102
I00699,73,RPA,MEDWAY NHS FOUNDATION TRUST,1229,260,249.0612
I00699,73,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,2024,408,382.3092
I00699,73,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1491,325,316.9799
I00699,73,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1592,274,286.5558
I00699,73,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,696,160,142.12
I00699,73,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1483,329,320.6755
I00699,73,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,706,112,107.0518
I00699,73,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,3628,765,763.6959
I00699,73,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1445,245,294.7555
I00699,73,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3410,621,670.834
I00699,73,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1362,298,280.9745
I00699,73,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2130,472,457.5401
I00699,73,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,784,88,143.4286
I00699,73,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1773,348,307.6715
I00699,73,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2320,520,458.1814
I00699,73,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2463,588,508.3742
I00699,73,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,2627,494,551.4832
I00699,73,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2374,446,449.5062
I00699,73,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1660,304,352.7008
I00699,73,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1948,387,418.0695
I00699,73,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2213,423,429.994
I00699,73,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1533,294,304.8011
I00699,73,RVJ,NORTH BRISTOL NHS TRUST,1863,335,391.8244
I00699,73,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2276,423,459.1666
I00699,73,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3425,713,739.1203
I00699,73,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1685,377,323.829
I00699,73,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,975,248,205.1229
I00699,73,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1362,199,227.6764
I00699,73,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,4291,882,865.3474
I00699,73,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,2023,454,429.8235
I00699,73,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2123,517,453.0952
I00699,73,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4024,754,798.2004
I00699,73,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1550,350,322.0121
I00699,73,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1956,406,419.8158
I00699,73,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1594,383,328.6958
I00699,73,RWJ,STOCKPORT NHS FOUNDATION TRUST,1558,356,330.3576
I00699,73,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1940,447,395.7638
I00699,73,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1411,307,271.3309
I00699,73,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1934,401,374.4686
I00699,73,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3498,767,711.6212
I00699,73,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,1854,455,396.1261
I00699,73,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,3124,569,595.1546
I00699,73,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2208,399,449.351
I00699,73,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2166,436,440.2051
I00699,73,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1465,346,299.0075
I00699,73,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,1539,286,298.8628
I00699,73,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2756,611,546.9271
I00699,73,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1189,250,239.3194
I00699,73,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1735,380,359.746
I00699,73,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2259,478,463.7076
I00699,73,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2133,302,389.2017
I00699,73,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2803,602,630.5624
I00699,74,R1F,ISLE OF WIGHT NHS TRUST,373,10,12.1346
I00699,74,R1H,BARTS HEALTH NHS TRUST,2139,66,76.3217
I00699,74,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,1293,72,63.5378
I00699,74,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,526,23,23.1482
I00699,74,RA3,WESTON AREA HEALTH NHS TRUST,297,22,20.5259
I00699,74,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,348,12,17.7798
I00699,74,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1090,25,23.9886
I00699,74,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,653,47,38.7847
I00699,74,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1565,40,56.1964
I00699,74,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,902,85,58.9685
I00699,74,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1358,64,71.9555
I00699,74,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1100,12,21.3749
I00699,74,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,625,16,24.9846
I00699,74,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,691,12,17.0391
I00699,74,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,906,31,46.7105
I00699,74,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,502,32,21.4511
I00699,74,RBK,WALSALL HEALTHCARE NHS TRUST,1101,70,61.5171
I00699,74,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1268,29,38.113
I00699,74,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,1240,54,46.277
I00699,74,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,921,32,37.5038
I00699,74,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,601,41,33.9187
I00699,74,RC1,BEDFORD HOSPITAL NHS TRUST,835,41,43.4342
I00699,74,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1517,59,49.9463
I00699,74,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1276,57,56.2874
I00699,74,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,659,26,26.2333
I00699,74,RCF,AIREDALE NHS FOUNDATION TRUST,637,20,19.3926
I00699,74,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",724,24,30.2142
I00699,74,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1156,57,52.3993
I00699,74,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1150,35,42.5906
I00699,74,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1163,34,30.6041
I00699,74,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,788,25,38.5329
I00699,74,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,1031,56,42.8377
I00699,74,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2329,89,92.9973
I00699,74,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,702,48,57.6684
I00699,74,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,468,25,26.569
I00699,74,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,785,19,18.0561
I00699,74,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,555,20,28.2255
I00699,74,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1149,52,51.9207
I00699,74,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1127,72,57.6369
I00699,74,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1085,50,51.8665
I00699,74,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,913,34,44.5384
I00699,74,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1219,48,57.8088
I00699,74,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,556,37,30.6711
I00699,74,RGQ,IPSWICH HOSPITAL NHS TRUST,1047,43,45.457
I00699,74,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,783,31,43.7716
I00699,74,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,755,33,42.8923
I00699,74,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,959,28,41.2596
I00699,74,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1390,25,40.2554
I00699,74,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1135,71,79.8375
I00699,74,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1063,35,47.5103
I00699,74,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,921,36,31.3511
I00699,74,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,576,19,15.7659
I00699,74,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1463,36,40.0458
I00699,74,RJ6,CROYDON HEALTH SERVICES NHS TRUST,912,47,33.3609
I00699,74,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,871,26,31.5825
I00699,74,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,613,27,22.6447
I00699,74,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2660,100,93.4256
I00699,74,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1017,57,54.6231
I00699,74,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1326,88,66.4338
I00699,74,RJN,EAST CHESHIRE NHS TRUST,427,12,11.2817
I00699,74,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,864,26,22.4858
I00699,74,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1151,43,53.0956
I00699,74,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,731,22,22.4236
I00699,74,RK9,PLYMOUTH HOSPITALS NHS TRUST,1155,53,47.1243
I00699,74,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1530,54,71.4809
I00699,74,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,426,*,9.6138
I00699,74,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1421,81,67.3071
I00699,74,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1076,43,48.8485
I00699,74,RLQ,WYE VALLEY NHS TRUST,605,38,24.1213
I00699,74,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,292,14,19.9893
I00699,74,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1521,54,72.5874
I00699,74,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1336,50,45.4326
I00699,74,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,556,12,16.9186
I00699,74,RMC,BOLTON NHS FOUNDATION TRUST,1422,34,26.9818
I00699,74,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,800,14,25.4135
I00699,74,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,881,22,31.8114
I00699,74,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1175,44,45.7494
I00699,74,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1070,54,41.0298
I00699,74,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2254,85,100.5872
I00699,74,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1124,34,44.0268
I00699,74,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1177,40,50.5429
I00699,74,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1334,43,45.531
I00699,74,RNZ,SALISBURY NHS FOUNDATION TRUST,414,20,20.6402
I00699,74,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,1362,52,51.2403
I00699,74,RPA,MEDWAY NHS FOUNDATION TRUST,993,33,31.9439
I00699,74,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,411,17,19.0619
I00699,74,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,686,32,32.3494
I00699,74,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1263,38,44.9727
I00699,74,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,270,20,17.3945
I00699,74,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,672,44,36.1785
I00699,74,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,423,*,9.3313
I00699,74,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,2575,123,116.1351
I00699,74,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,899,60,48.5326
I00699,74,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1727,62,69.4049
I00699,74,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",624,34,35.3386
I00699,74,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,780,52,51.6552
I00699,74,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,397,11,15.2981
I00699,74,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1845,50,46.6335
I00699,74,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1537,66,50.4363
I00699,74,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1397,59,64.8327
I00699,74,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,1062,52,58.2811
I00699,74,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1574,76,72.9706
I00699,74,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,644,45,34.6271
I00699,74,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,747,28,31.7013
I00699,74,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1803,73,53.5575
I00699,74,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1124,27,38.6128
I00699,74,RVJ,NORTH BRISTOL NHS TRUST,691,54,51.0919
I00699,74,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,882,53,43.9464
I00699,74,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1913,70,75.1397
I00699,74,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1274,61,59.2077
I00699,74,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,860,44,35.7807
I00699,74,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1708,35,39.5769
I00699,74,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,2805,89,80.5318
I00699,74,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1593,93,78.2157
I00699,74,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1513,80,74.6488
I00699,74,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2886,138,147.6516
I00699,74,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,929,39,48.5895
I00699,74,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1150,59,49.5797
I00699,74,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1011,69,49.6913
I00699,74,RWJ,STOCKPORT NHS FOUNDATION TRUST,1150,62,50.1019
I00699,74,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1370,101,74.5344
I00699,74,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,702,22,23.731
I00699,74,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1733,87,76.8074
I00699,74,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1845,94,81.9087
I00699,74,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,896,27,34.7791
I00699,74,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1774,70,65.7641
I00699,74,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,1076,33,29.1323
I00699,74,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1405,57,57.8212
I00699,74,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,969,48,37.0856
I00699,74,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,1401,41,46.8808
I00699,74,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2279,117,94.9648
I00699,74,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1300,39,32.9637
I00699,74,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2393,60,73.1153
I00699,74,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1382,44,57.7428
I00699,74,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,791,23,30.547
I00699,74,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,983,33,37.0746
I00699,75,R1F,ISLE OF WIGHT NHS TRUST,250,24,18.8178
I00699,75,R1H,BARTS HEALTH NHS TRUST,1811,93,123.3775
I00699,75,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,1061,70,72.8878
I00699,75,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,363,25,28.3295
I00699,75,RA3,WESTON AREA HEALTH NHS TRUST,416,42,31.8642
I00699,75,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,477,37,35.1124
I00699,75,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,856,45,57.3121
I00699,75,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,772,58,55.0792
I00699,75,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1123,63,78.4892
I00699,75,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1145,104,84.4564
I00699,75,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,983,74,74.9044
I00699,75,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,561,34,39.6936
I00699,75,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,563,21,34.9706
I00699,75,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,395,36,30.1688
I00699,75,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,723,61,50.6237
